Date,Open,High,Low,Close,Volume,Daily_Return,Log_Return,Intraday_Return,Overnight_Return,SMA_5,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Histogram,RSI,BB_Upper,BB_Middle,BB_Lower,BB_Position,ATR,True_Range,Close_Lag_1,Close_Lag_2,Close_Lag_3,Volume_Lag_1,Return_Lag_1,Return_Lag_2,Close_Rolling_Mean_20,Close_Rolling_Std_20,Volume_Rolling_Mean_20,Volatility_20D,Price_Change_1D,Price_Change_Pct_1D,Price_vs_SMA20,Price_vs_SMA50,Volume_vs_MA,Price_Momentum_5D,Volume_Momentum_3D,DayOfWeek,Month,Quarter,Year,Target_Close_Next_Day,Target_Return_Next_Day,Target_Direction
2022-08-01,-2.6065030782084766,-2.5299036086099354,-2.5493601937906143,-2.4513379962690967,0.26007532797561494,0.9285243353930295,0.9294413517927913,1.635007171295011,1.261325117994732,-2.2357204225024123,-1.9654824340727715,-1.6085519678138456,-1.1205077671418708,-2.4481375781263908,-2.435981330548247,-0.14503127355596054,-0.1636403691157187,0.02115452496358192,80.76933473014802,-1.9321650011912326,-1.9654824340727715,-1.9385340055728129,1.2036866884561883,0.12705577476301555,0.07777900326700123,-2.438808900578174,-2.4263393271390212,-2.413678067546637,0.2599205694637905,0.9263715583772034,0.9237993871838523,-1.9654824340727715,0.3124025193117387,0.06412551422103613,0.1685467943407611,0.6805936686197918,0.928524335393023,1.1451164028594185,0.1994227025817291,-0.6289913761476009,1.911149868911541,0.33808581610569777,0,8,3,2022,6970.15869140625,0.01333330209899053,1
2022-08-02,-2.308991705870126,-2.380910952095658,-2.3685005762588496,-2.33127032747346,0.28541553023238286,0.9285243353930295,0.9294413517927913,-0.024454637070621052,1.261325117994732,-2.2357204225024123,-1.9654824340727715,-1.6085519678138456,-1.1205077671418708,-2.3828108527004463,-2.3732184840797137,-0.12281749863214333,-0.15034088579901206,0.05179856072062587,80.76933473014802,-1.9321650011912326,-1.9654824340727715,-1.9385340055728129,1.2036866884561883,0.12705577476301555,0.05833425033599243,-2.438808900578174,-2.4263393271390212,-2.413678067546637,0.2599205694637905,0.9263715583772034,0.9237993871838523,-1.9654824340727715,0.3124025193117387,0.06412551422103613,0.1685467943407611,0.6805936686197918,0.928524335393023,1.1451164028594185,0.1994227025817291,-0.6289913761476009,1.911149868911541,0.33808581610569777,1,8,3,2022,6993.08642578125,0.0032894135399339497,1
2022-08-03,-2.279241085641703,-2.380911496928843,-2.2780711784347076,-2.3012538897090917,-0.4363943545519672,0.2079646027354131,0.214609037260558,-0.024454637070621052,0.3002195159348041,-2.2357204225024123,-1.9654824340727715,-1.6085519678138456,-1.1205077671418708,-2.3494687627851643,-2.341481505955409,-0.10905090478291439,-0.13990014744997392,0.06445721823533591,80.76933473014802,-1.9321650011912326,-1.9654824340727715,-1.9385340055728129,1.2036866884561883,0.12705577476301555,0.0,-2.3192214192772447,-2.4263393271390212,-2.413678067546637,0.2852599999002273,0.9263715583772034,0.9237993871838523,-1.9654824340727715,0.3124025193117387,0.06412551422103613,0.1685467943407611,0.6232731119791668,0.2079646027354131,1.1451164028594185,0.1994227025817291,-0.6289913761476009,1.911149868911541,0.33808581610569777,2,8,3,2022,7153.583984375,0.02295089018234453,1
2022-08-04,-2.219738131256031,-2.1723207637093886,-2.1876406027252906,-2.0911343506361306,1.1858650319598176,1.6185007979358967,1.6073237658367552,1.2998715617879397,0.6129395047454468,-2.2357204225024123,-1.9654824340727715,-1.6085519678138456,-1.1205077671418708,-2.266405311870551,-2.2665239077936024,-0.04111349159352478,-0.11000562648525208,0.1892254600566568,80.76933473014802,-1.9321650011912326,-1.9654824340727715,-1.9385340055728129,1.2036866884561883,0.12705577476301555,0.09722415901745664,-2.289325026469148,-2.3072279597252625,-2.413678067546637,-0.4365278997579334,0.20621499317350955,0.9237993871838523,-1.9654824340727715,0.3124025193117387,0.06412551422103613,0.1685467943407611,0.7379146321614585,1.6185007979359003,1.1451164028594185,0.1994227025817291,-0.6289913761476009,1.911149868911541,0.33808581610569777,3,8,3,2022,7222.3681640625,0.00961534523642138,1
2022-08-05,-2.0412315076945693,-2.082925369781739,-2.0972110198604916,-2.0010837588509167,0.47667613636321965,0.6617939762125992,0.6656604597832716,0.4951212645901851,0.2921504584160529,-2.2357204225024123,-1.9654824340727715,-1.6085519678138456,-1.1205077671418708,-2.1929032341111885,-2.2007024941540148,0.023163657970327805,-0.07204051483109178,0.2793878135727823,80.76933473014802,-1.9321650011912326,-1.9654824340727715,-1.9385340055728129,1.2036866884561883,0.12705577476301555,0.07777899616817567,-2.0800458199858722,-2.277450593487818,-2.2950444402085077,1.1856820754364445,1.615961965412023,0.20368868135443746,-1.9654824340727715,0.3124025193117387,0.06412551422103613,0.1685467943407611,0.6614868164062501,0.661793976212595,1.1451164028594185,0.1994227025817291,-0.6289913761476009,1.911149868911541,-0.09460094133129426,4,8,3,2022,7222.3681640625,0.0,0
2022-08-08,-1.9817291810918998,-2.0233281987461726,-2.067067705650046,-2.0010837588509167,-0.05974007030925743,-0.028021581997582836,-0.02105782816643097,-0.024454637070621052,-0.01454639988886571,-2.145459595564581,-1.9654824340727715,-1.6085519678138456,-1.1205077671418708,-2.1450150443784155,-2.1570370561160948,0.05864143632590112,-0.037374762418449406,0.2896629130278049,80.76933473014802,-1.9321650011912326,-1.9654824340727715,-1.9385340055728129,1.2036866884561883,0.12705577476301555,0.09722374491928366,-1.9903553681825537,-2.0690045907430843,-2.2653865070823374,0.4765147805517384,0.659790440120073,1.613345881289035,-1.9654824340727715,0.3124025193117387,0.06412551422103613,0.1685467943407611,0.6041666666666667,-0.028021581997582666,1.1451164028594185,0.1994227025817291,-0.6289913761476009,1.911149868911541,0.1799578406239748,0,8,3,2022,7245.29638671875,0.00317461283271836,1
2022-08-09,-1.981729090866179,-1.9637309361935202,-1.9163510431828346,-1.9710666818404938,0.07351543616239066,0.1997286723570756,0.20639727171110528,0.23368386645292366,-0.014545478622792703,-2.0732508827553833,-1.9654824340727715,-1.6085519678138456,-1.1205077671418708,-2.1050069185015143,-2.120656632891605,0.08909884538933631,-0.005475152634140304,0.2923223635398375,80.76933473014802,-1.9321650011912326,-1.9654824340727715,-1.9385340055728129,1.2036866884561883,0.12705577476301555,0.03888955838445621,-1.9903553681825537,-1.9796712237214302,-2.0577765539210997,-0.059885087777024684,-0.02963915261122489,0.6572352447398556,-1.9654824340727715,0.3124025193117387,0.06412551422103613,0.1685467943407611,0.6232735188802084,0.19972867235708222,1.1451164028594185,0.1994227025817291,-0.6289913761476009,1.492681918078651,-0.6217729419401565,1,8,3,2022,7245.29638671875,0.0,0
2022-08-10,-2.0709825816294756,-2.053126693607531,-2.097210930186741,-1.9710666818404938,0.25282079274515035,-0.028021581997582836,-0.02105782816643097,1.018027781005222,-1.2258196657587073,-2.0070594558908446,-1.9654824340727715,-1.6085519678138456,-1.1205077671418708,-2.0759407607655813,-2.093558294074239,0.10575697200122987,0.021464873928699453,0.26643492416576864,80.76933473014802,-1.9321650011912326,-1.9654824340727715,-1.9385340055728129,1.2036866884561883,0.12705577476301555,0.09722374622972123,-1.960458338684943,-1.9796712237214302,-1.9688014913202903,0.07336635995396751,0.1979836709614778,-0.03215044530241645,-1.9654824340727715,0.3124025193117387,0.06412551422103613,0.1685467943407611,0.6041666666666667,-0.028021581997582666,1.1451164028594185,0.1994227025817291,-0.6289913761476009,1.3571962662657397,-0.32108273957543254,2,8,3,2022,7291.15234375,0.006329065725359184,1
2022-08-11,-2.0114807018877725,-1.993529975854089,-1.9766381240718716,-1.911033167065703,-0.2331784988730534,0.42603263019547444,0.4316961101627737,1.0113877656034744,-0.6201875869703215,-1.970955227633574,-1.9654824340727715,-1.6085519678138456,-1.1205077671418708,-2.0422062631730555,-2.0636883163894586,0.13803765515119754,0.04917369419801613,0.2868238860354083,80.76933473014802,-1.9321650011912326,-1.9654824340727715,-1.9385340055728129,1.2036866884561883,0.12705577476301555,0.058334243696509094,-1.960458338684943,-1.9498932233293254,-1.9688014913202903,0.2526662551943793,-0.02963915261122489,0.19545788331076627,-1.9654824340727715,0.3124025193117387,0.06412551422103613,0.1685467943407611,0.6423799641927084,0.4260326301954709,1.1451164028594185,0.1994227025817291,-0.6289913761476009,0.6879303070430247,-0.3316226921753212,3,8,3,2022,7268.22509765625,-0.003144529837372456,0
2022-08-12,-1.9222260398798634,-1.9637302066551001,-1.9464936312723649,-1.9410489655840157,-0.4487019627852119,-0.2536136488179482,-0.2470705065183508,-0.024454637070621052,-0.3154483090222709,-1.9589202713022702,-1.9654824340727715,-1.6085519678138456,-1.1205077671418708,-2.021999224582181,-2.044171807141754,0.14406900295498215,0.07129718512636432,0.2418246500473119,80.76933473014802,-1.9321650011912326,-1.9654824340727715,-1.9385340055728129,1.2036866884561883,0.12705577476301555,0.05833425581473173,-1.900664916379235,-1.9498932233293254,-1.9391429265829705,-0.23331823369532292,0.42416100724949146,-0.03215044530241645,-1.9654824340727715,0.3124025193117387,0.06412551422103613,0.1685467943407611,0.5850606282552084,-0.2536136488179481,1.1451164028594185,0.1994227025817291,-0.6289913761476009,0.1758353007183335,-0.5509859828799384,4,8,3,2022,7291.15234375,0.003154449096677503,1
