Price,Close,High,Low,Open,Volume
Ticker,ASII.JK,ASII.JK,ASII.JK,ASII.JK,ASII.JK
Date,,,,,
2022-08-01,4850.71875,4906.904681467182,4757.075530888031,4813.261462355213,55511700
2022-08-02,4850.71875,4850.71875,4700.88959942085,4850.71875,53235100
2022-08-03,4944.3623046875,4944.3623046875,4775.8044988458805,4831.99043412642,40666300
2022-08-04,4944.3623046875,5019.276885061553,4831.99043412642,5019.276885061553,66966300
2022-08-05,4963.0908203125,4981.819464917453,4850.718952682782,4944.362175707547,46702100
2022-08-08,5019.2763671875,5019.2763671875,4888.175865059468,4963.090437704058,32971000
2022-08-09,5056.73388671875,5112.919818793403,5019.276598668981,5038.0052426938655,61001700
2022-08-10,5131.64892578125,5131.64892578125,4944.362468635949,5075.46298863766,37086500
2022-08-11,5206.5625,5244.019784172662,5169.105215827338,5225.291142086331,42007400
2022-08-12,5206.5625,5244.019784172662,5131.6479316546765,5206.5625,58469000
2022-08-15,5150.37646484375,5206.562389914772,5094.190539772727,5187.8337482244315,35283300
2022-08-16,5225.2919921875,5281.477927587365,5150.377411654345,5150.377411654345,61907800
2022-08-18,5225.2919921875,5244.020637320788,5131.648766521057,5225.2919921875,25190000
2022-08-19,5225.2919921875,5244.020637320788,5169.106056787634,5225.2919921875,32914500
2022-08-22,5187.83447265625,5187.83447265625,5094.191251128159,5150.377184045014,48266600
2022-08-23,5225.2919921875,5262.749282454077,5131.648766521057,5169.106056787634,56381000
2022-08-24,5281.4775390625,5281.4775390625,5169.105676529255,5187.834320284796,30605000
2022-08-25,5225.2919921875,5281.477927587365,5206.563347054212,5281.477927587365,22793800
2022-08-26,5150.37646484375,5262.748314985795,5131.647823153409,5225.291031605113,31120500
2022-08-29,5112.92041015625,5169.106348729395,5056.734471583104,5094.191763965201,29722100
2022-08-30,5169.1064453125,5262.749678017436,5131.649152230525,5131.649152230525,45566100
2022-08-31,5225.2919921875,5225.2919921875,5075.462831121192,5150.377411654345,55714900
2022-09-01,5187.83447265625,5262.749049878723,5169.105828350632,5225.291761267486,36691900
2022-09-02,5187.83447265625,5244.020405573105,5150.377184045014,5206.563116961868,26077700
2022-09-05,5150.37646484375,5187.8337482244315,5131.647823153409,5169.105106534091,24953800
2022-09-06,5169.1064453125,5206.563738394474,5131.649152230525,5150.377798771512,18626800
2022-09-07,4981.81982421875,5150.377637820136,4963.09117826304,5094.191699953008,77218400
2022-09-08,4981.81982421875,5056.734408041588,4963.09117826304,4981.81982421875,39405200
2022-09-09,5075.462890625,5075.462890625,4963.091018507842,5000.548309213561,31904200
2022-09-12,5225.2919921875,5225.2919921875,5038.005540854614,5075.462831121192,51563200
2022-09-13,5393.849609375,5412.578253851997,5206.563164605035,5262.749098036024,70555900
2022-09-14,5356.392578125,5468.764450393357,5281.477996612763,5318.935287368881,56832100
2022-09-15,5281.4775390625,5412.578045351285,5281.4775390625,5337.663470329122,63346200
2022-09-16,5169.1064453125,5281.478324558424,5169.1064453125,5244.021031476449,65885100
2022-09-19,5337.66357421875,5412.578150699013,5187.834421258224,5206.56306537829,52232700
2022-09-20,5375.12109375,5431.3070285278745,5318.9351589721255,5356.392448824042,47337700
2022-09-21,5356.392578125,5393.849868881119,5318.935287368881,5337.663932746941,26007500
2022-09-22,5375.12109375,5412.578383601916,5244.020579268293,5262.749224194251,26295200
2022-09-23,5356.392578125,5375.12122350306,5281.477996612763,5318.935287368881,22258800
2022-09-26,5225.2919921875,5262.749282454077,5131.648766521057,5244.020637320788,61422800
2022-09-27,5206.5625,5281.4770683453235,5206.5625,5244.019784172662,42809400
2022-09-28,5094.19091796875,5244.02006261489,5094.19091796875,5206.562776453355,50825400
2022-09-29,5075.462890625,5169.1061173892995,5019.2769545664205,5131.6488266835795,36653400
2022-09-30,4963.0908203125,5056.734043337264,4944.362175707547,5019.276754127358,71017400
2022-10-03,4963.0908203125,5019.276754127358,4944.362175707547,4981.819464917453,27280600
2022-10-04,5038.00537109375,5094.191304600371,5019.276726591543,5038.00537109375,33322400
2022-10-05,5000.54833984375,5112.920212649227,5000.54833984375,5094.191567181648,31019300
2022-10-06,4944.3623046875,5056.73417524858,4944.3623046875,5000.5482399680395,37002600
2022-10-07,4850.71875,4925.633325289576,4831.990106177606,4906.904681467182,54850200
2022-10-10,4869.4482421875,4888.176889272837,4775.805006760817,4813.26230093149,34319700
2022-10-11,4888.17578125,4925.633066930077,4794.532567049809,4794.532567049809,35320000
2022-10-12,4822.109375,4917.032787893701,4822.109375,4898.048105314961,72794100
2022-10-13,4822.109375,4860.078740157481,4765.15532726378,4841.094057578741,44281200
2022-10-14,4822.109375,4936.017470472441,4822.109375,4936.017470472441,45496900
2022-10-17,4879.06396484375,4955.002703596182,4708.2018026507785,4803.125226091319,50710300
2022-10-18,4822.109375,4936.017470472441,4822.109375,4898.048105314961,42600400
2022-10-19,4955.001953125,4955.001953125,4860.078544061303,4879.063225874042,25542800
2022-10-20,4879.06396484375,4955.002703596182,4860.079280155643,4936.018018908074,32226200
2022-10-21,4992.97119140625,5068.909916750832,4898.047784725522,4917.032466061668,52148500
2022-10-24,5049.92578125,5087.895148026316,4992.971731085526,4992.971731085526,37202900
2022-10-25,5087.89453125,5087.89453125,5011.955806902985,5087.89453125,37836000
2022-10-26,4992.97119140625,5087.894598086977,4992.97119140625,5087.894598086977,36289700
2022-10-27,5049.92578125,5068.9104646381575,4955.00236430921,4992.971731085526,30429800
2022-10-28,4973.98681640625,5049.925546427719,4936.017451395515,5049.925546427719,28492900
2022-10-31,5049.92578125,5049.92578125,4973.987047697368,4973.987047697368,45774000
2022-11-01,4992.97119140625,5068.909916750832,4917.032466061668,5049.9252354146865,59240700
2022-11-02,4879.06396484375,4973.98738828429,4841.094595467534,4955.002703596182,59695600
2022-11-03,4841.09375,4879.063112745098,4822.109068627451,4841.09375,29905800
2022-11-04,4879.06396484375,4879.06396484375,4822.109910779426,4822.109910779426,60465200
2022-11-07,4936.01806640625,4936.01806640625,4879.06401179387,4879.06401179387,41824000
2022-11-08,4955.001953125,4955.001953125,4898.047907686781,4936.01727131226,35241500
2022-11-09,4973.98681640625,4973.98681640625,4917.032768890148,4955.002133900883,45144800
2022-11-10,4955.001953125,4973.986634937739,4898.047907686781,4973.986634937739,33770400
2022-11-11,4898.0478515625,5030.940622728925,4898.0478515625,5011.955941133721,50938200
2022-11-14,4784.14013671875,4917.032918294271,4784.14013671875,4898.048235212053,46011200
2022-11-15,4727.18603515625,4822.109449516817,4708.201352284136,4784.1400837725905,65536000
2022-11-16,4689.216796875,4708.2014802631575,4632.262746710526,4689.216796875,60298900
2022-11-17,4784.14013671875,4784.14013671875,4594.293305896577,4708.201404389882,35165100
2022-11-18,4727.18603515625,4784.1400837725905,4708.201352284136,4765.155400900477,29302300
2022-11-21,4803.12451171875,4822.109193583251,4746.170466125247,4765.155147989748,19074900
2022-11-22,4727.18603515625,4822.109449516817,4727.18603515625,4803.124766644703,33102700
2022-11-23,4708.201171875,4784.139900453629,4708.201171875,4765.155218308972,30863200
2022-11-24,4708.201171875,4765.155218308972,4708.201171875,4708.201171875,21534300
2022-11-25,4689.216796875,4708.2014802631575,4651.247430098684,4689.216796875,40948100
2022-11-28,4727.18603515625,4765.155400900477,4670.2319865399095,4689.216669412023,37901700
2022-11-29,4594.29296875,4670.231695506199,4575.3082870609505,4651.247013817149,121505900
2022-11-30,4594.29296875,4708.201058884298,4575.3082870609505,4594.29296875,191276100
2022-12-01,4689.216796875,4708.2014802631575,4632.262746710526,4632.262746710526,88307900
2022-12-02,4651.2470703125,4689.2164341517855,4594.293024553572,4689.2164341517855,51843800
2022-12-05,4575.30859375,4632.262642634855,4556.323910788382,4613.277959673236,64357800
2022-12-06,4461.400390625,4575.308485704788,4404.4463430851065,4556.32380319149,69873000
2022-12-07,4347.4921875,4480.3849617903925,4328.507505458515,4404.446233624454,116677600
2022-12-08,4309.5224609375,4404.445863160793,4214.599058714207,4290.537780492842,161238600
2022-12-09,4309.5224609375,4366.476502271476,4290.537780492842,4328.507141382159,55355700
2022-12-12,4309.5224609375,4347.491821826818,4271.553100048183,4309.5224609375,92687900
2022-12-13,4423.4306640625,4480.384706947425,4309.52257829265,4328.507259254292,113893000
2022-12-14,4423.4306640625,4518.354068870708,4385.461302139217,4499.369387909067,78775300
2022-12-15,4404.4462890625,4442.415653623384,4366.476924501617,4423.430971342942,61581800
2022-12-16,4385.4619140625,4404.44659767316,4328.507863230519,4385.4619140625,95271600
2022-12-19,4328.5078125,4442.4159128289475,4290.538445723684,4442.4159128289475,57531200
2022-12-20,4328.5078125,4366.477179276316,4309.523129111842,4309.523129111842,25876100
2022-12-21,4328.5078125,4347.4924958881575,4290.538445723684,4328.5078125,34940600
2022-12-22,4385.4619140625,4385.4619140625,4309.523179619859,4328.507863230519,32103400
2022-12-23,4309.5224609375,4385.461182716134,4290.537780492842,4366.476502271476,31969000
2022-12-26,4290.5380859375,4347.492131326051,4271.553404141317,4309.522767733683,13540500
2022-12-27,4309.5224609375,4366.476502271476,4290.537780492842,4328.507141382159,13680300
2022-12-28,4271.5537109375,4347.492443576389,4233.584344618055,4347.492443576389,29919100
2022-12-29,4290.5380859375,4309.522767733683,4214.5993587527655,4252.568722345132,32241500
2022-12-30,4328.5078125,4366.477179276316,4290.538445723684,4309.523129111842,36384500
2023-01-02,4328.5078125,4347.4924958881575,4271.553762335526,4347.4924958881575,12068800
2023-01-03,4290.5380859375,4328.507449529867,4271.553404141317,4309.522767733683,22854400
2023-01-04,4309.5224609375,4328.507141382159,4271.553100048183,4290.537780492842,32578900
2023-01-05,4081.70703125,4328.507921511628,4081.70703125,4290.53855377907,106047000
2023-01-06,4138.66064453125,4195.614690098194,4062.7219171086585,4100.691280819954,59754600
2023-01-09,4062.721923828125,4176.630015150409,4005.7678781669833,4176.630015150409,63437700
2023-01-10,4043.737060546875,4081.7064226177376,4005.7676984760124,4081.7064226177376,62964600
2023-01-11,3967.799072265625,4062.722495047099,3948.8143877093303,4043.7378104908043,45514800
2023-01-12,4062.721923828125,4081.7066057151724,3948.813832505841,3948.813832505841,61374300
2023-01-13,4138.66064453125,4176.630008242546,4024.7525533973626,4081.7065989643065,52039800
2023-01-16,4252.56884765625,4252.56884765625,4157.645435878208,4195.614800589426,48458700
2023-01-17,4214.60009765625,4290.538838154561,4176.630727407094,4252.569467905405,66999600
2023-01-18,4290.5380859375,4290.5380859375,4214.5993587527655,4214.5993587527655,28120700
2023-01-19,4442.41552734375,4461.400209084535,4290.538073417468,4290.538073417468,95543300
2023-01-20,4480.38525390625,4480.38525390625,4385.461837509931,4461.400570626986,54173000
2023-01-24,4499.36962890625,4518.354310884757,4442.415582970728,4480.384946927743,26217800
2023-01-25,4518.3544921875,4518.3544921875,4442.415761226365,4480.385126706932,18115800
