Price,Close,High,Low,Open,Volume
Ticker,TLKM.JK,TLKM.JK,TLKM.JK,TLKM.JK,TLKM.JK
Date,,,,,
2022-08-01,3604.8134765625,3604.8134765625,3546.1304664789245,3546.1304664789245,104724300
2022-08-02,3730.562744140625,3730.562744140625,3562.897002830934,3646.7298734857795,112228800
2022-08-03,3772.4794921875,3847.92908203125,3697.02990234375,3730.563053385417,251825000
2022-08-04,3814.3955078125,3814.3955078125,3730.5626395089284,3730.5626395089284,186881500
2022-08-05,3898.228759765625,3898.228759765625,3797.629307900706,3847.9290338331657,268967200
2022-08-08,3940.14501953125,3940.14501953125,3898.228583153258,3940.14501953125,191023500
2022-08-09,3889.844970703125,3940.1446901518725,3881.4616841283337,3940.1446901518725,164453900
2022-08-10,3822.779052734375,3847.928914923417,3764.0960409599434,3797.6291905453327,162061400
2022-08-11,3831.161865234375,3864.6950106631225,3789.245433448441,3814.3952925200015,123629000
2022-08-12,3814.3955078125,3856.311941964286,3797.628934151786,3831.162081473214,124552500
2022-08-15,3730.562744140625,3831.1621889264397,3722.1794570751404,3806.012327729986,136882800
2022-08-16,3697.029541015625,3839.54541901396,3697.029541015625,3797.6289843085674,127710800
2022-08-18,3814.3955078125,3814.3955078125,3646.7297712053573,3655.1130580357144,182044300
2022-08-19,3856.312255859375,3864.6955433721128,3738.946230681046,3822.779105808424,177623900
2022-08-22,3898.228759765625,3906.612047421035,3797.629307900706,3814.395883211526,202320400
2022-08-23,3906.612060546875,3948.5284989647603,3864.69562212899,3923.378635914029,229431400
2022-08-24,3982.0615234375,3998.828098273026,3856.3122121710526,3906.6119366776315,189007900
2022-08-25,3831.161865234375,3940.1445878778036,3822.7785788771885,3923.37801516343,179495700
2022-08-26,3764.09619140625,3806.012630063335,3755.712903674833,3780.8627668690838,184317100
2022-08-29,3789.24560546875,3814.395465682038,3655.113017664546,3663.496304402309,101529800
2022-08-30,3755.712646484375,3873.0786666870117,3755.712646484375,3839.545518057687,118884300
2022-08-31,3822.779052734375,3856.312202319764,3705.413029185512,3705.413029185512,175300400
2022-09-01,3839.54541015625,3898.22841860842,3797.6289755475573,3822.778836312773,120871700
2022-09-02,3856.312255859375,3873.0788308848505,3806.0125307829485,3806.0125307829485,106985000
2022-09-05,3873.078857421875,3881.4621449920523,3814.3958444306345,3822.779132000812,77323800
2022-09-06,3780.862548828125,3873.0787085556403,3780.862548828125,3864.6954213076847,61970100
2022-09-07,3764.09619140625,3822.779205526169,3755.712903674833,3772.4794791376667,106145700
2022-09-08,3822.779052734375,3889.845351905153,3772.479328356291,3772.479328356291,123389200
2022-09-09,3856.312255859375,3856.312255859375,3797.6292432702103,3814.3958182956862,50307800
2022-09-12,3806.01220703125,3856.31192782902,3797.628920231622,3856.31192782902,74820600
2022-09-13,3789.24560546875,3822.7787524198006,3789.2456054687495,3806.012178944275,91510200
2022-09-14,3755.712646484375,3797.6290822710307,3738.9460721697124,3764.0959336417063,97919200
2022-09-15,3772.4794921875,3856.3123697916667,3772.4794921875,3806.0126432291668,125599900
2022-09-16,3697.029541015625,3772.479123485332,3697.029541015625,3772.479123485332,210277300
2022-09-19,3772.4794921875,3822.77921875,3722.179765625,3738.9463411458332,116164500
2022-09-20,3755.712646484375,3806.012369428362,3755.712646484375,3797.6290822710307,100743700
2022-09-21,3713.79638671875,3747.3295369374296,3697.0298116094104,3730.56296182809,91363200
2022-09-22,3713.79638671875,3730.56296182809,3671.879948945401,3688.6465240547404,89922900
2022-09-23,3671.879638671875,3713.796072903289,3671.879638671875,3688.6462123644405,95911400
2022-09-26,3738.9462890625,3780.8627272806893,3604.813686764294,3680.263275557035,132185400
2022-09-27,3722.179443359375,3747.329304463154,3671.879721151816,3730.562730393968,123113800
2022-09-28,3747.329345703125,3797.629068464241,3688.646335815157,3713.7961971957147,104385500
2022-09-29,3722.179443359375,3772.4791655669337,3705.4128692901886,3738.9460174285614,90290400
2022-09-30,3738.9462890625,3772.4794396370517,3680.263275557035,3688.6465632006725,111482000
2022-10-03,3738.9462890625,3747.3295767061377,3671.8799879133967,3738.9462890625,77569100
2022-10-04,3722.179443359375,3780.862452601527,3713.796156324782,3738.9460174285614,87832800
2022-10-05,3738.9462890625,3806.012590211603,3738.9462890625,3764.0961519934135,61888400
2022-10-06,3713.79638671875,3755.7128244920996,3705.4130991640804,3738.9462493827596,60464300
2022-10-07,3646.729736328125,3713.796030329562,3646.7297363281255,3688.6461700790232,102570000
2022-10-10,3705.412841796875,3705.412841796875,3629.963259045355,3638.346546017746,72389100
2022-10-11,3613.19677734375,3671.879787648637,3613.19677734375,3655.113213275812,108794500
2022-10-12,3638.3466796875,3646.729966967886,3588.0469560051843,3604.813530565956,107938600
2022-10-13,3604.8134765625,3646.7299123364824,3596.4301894077034,3629.9633380268897,70034500
2022-10-14,3596.43017578125,3655.1131856424827,3596.4301757812505,3655.1131856424827,68096300
2022-10-17,3629.96337890625,3629.96337890625,3520.9806446665707,3520.9806446665707,90321700
2022-10-18,3562.89697265625,3638.3465556066176,3562.89697265625,3613.196694623162,72516000
2022-10-19,3520.98046875,3604.8133370535716,3520.98046875,3537.747042410714,65848300
2022-10-20,3646.729736328125,3646.7297363281255,3520.980435075431,3520.980435075431,165391500
2022-10-21,3655.113037109375,3680.2628974564577,3604.813316415209,3604.813316415209,79825700
2022-10-24,3697.029541015625,3730.562688779939,3671.8796801923895,3671.8796801923895,76777200
2022-10-25,3680.26318359375,3747.3294830669847,3680.26318359375,3713.7963333303674,109154300
2022-10-26,3663.49658203125,3713.796306269665,3629.963432538973,3705.413018896596,97320500
2022-10-27,3663.49658203125,3697.0297315235266,3638.3467199120423,3680.2631567773883,80270300
2022-10-28,3730.562744140625,3730.562744140625,3671.879734682233,3705.412882944171,91101500
2022-10-31,3680.26318359375,3738.9461956328305,3655.1133212912873,3738.9461956328305,162753500
2022-11-01,3705.412841796875,3705.412841796875,3655.1131199625283,3705.412841796875,108592900
2022-11-02,3537.747314453125,3705.4130639532727,3537.747314453125,3688.646489003258,217855200
2022-11-03,3462.297607421875,3495.8307561620386,3395.2313099415483,3470.680894606916,231475000
2022-11-04,3529.36376953125,3529.36376953125,3411.9977534423247,3411.9977534423247,201183100
2022-11-07,3588.046875,3588.046875,3487.447429906542,3562.8970137266356,129868800
2022-11-08,3537.747314453125,3588.047039303169,3520.9807395031103,3579.663751828162,110546800
