run_id,model_name,model_type,rmse,mae,r2,mape,algorithm,alpha,n_estimators,max_depth,learning_rate
6cecf52d4f0947bfb102ad7ddf64ea61,Ridge (α=1000.0),advanced,184.05081666462274,146.4180118032475,0.8369834268271626,1.6829943895342192,ridge_regression,1000.0,,,
93bd2df5970a425d8fc1b3a5439eba24,Ridge (α=100.0),advanced,186.18149219793753,148.5658143435628,0.8331872372182033,1.69990176306768,ridge_regression,100.0,,,
a22076c7691c42c6bbf85b501d6bb757,Ridge (α=10.0),advanced,205.07413978205503,168.4875826063271,0.7976151222403183,1.927403034588095,ridge_regression,10.0,,,
72621a71e18e47908bee2fc364319af0,Ridge (α=1.0),advanced,227.97513166177598,191.72961145724005,0.7498899101755122,2.1967600113314756,ridge_regression,1.0,,,
76b794f64b5c41d8b2f081975829aa53,Ridge (α=0.1),advanced,234.50829330402735,197.69899567828594,0.7353495274514187,2.2662495826591713,ridge_regression,0.1,,,
8189cb9eafdf4ca7a7ac3ece24c9e746,"XGBoost (100, 3, 0.05)",advanced,260.9195296740162,213.57191488776408,0.6723807318769153,2.455568767978609,xgboost,,100.0,3.0,0.05
be7152ed32e04f51bfb03156fcdd1ea0,"XGBoost (100, 3, 0.1)",advanced,288.07267181497843,235.68904049295776,0.6006438443053368,2.7168114705501187,xgboost,,100.0,3.0,0.1
0a3159e97b434a82959b0cfffa31122f,"XGBoost (200, 3, 0.1)",advanced,301.77334682642544,245.7503438600352,0.561753939609767,2.834085317855953,xgboost,,200.0,3.0,0.1
e6bdfc1ffafe42f2953f76fb29cdc4bd,"LightGBM (200, 3, 0.1)",advanced,341.0991718828418,293.2434453109376,0.4400908150691274,3.3943348965531,lightgbm,,200.0,3.0,0.1
a8a13116618249b8800789a7ae872770,"LightGBM (100, 3, 0.1)",advanced,345.19502182830126,297.1134218250611,0.4265635305705008,3.4398306663024174,lightgbm,,100.0,3.0,0.1
46fdf73cf6464240b3452f8fdfae6602,"LightGBM (100, 3, 0.05)",advanced,351.7205006157581,302.8992654796753,0.40467841815669825,3.509971773248123,lightgbm,,100.0,3.0,0.05
3d5c7e7e5bac44fba9cb986e62e336ad,"XGBoost (100, 5, 0.1)",advanced,367.3165927926093,307.55658560739437,0.35071203030386133,3.5577177035434047,xgboost,,100.0,5.0,0.1
7b17ca905e264fddb31835c62b665771,"LightGBM (100, 5, 0.1)",advanced,465.55855787424167,396.02019710537144,-0.043049430446886916,4.60940791734888,lightgbm,,100.0,5.0,0.1
99968ec09e2e40148474cf387dfce610,Naive Forecast,baseline,8875.667615404253,8863.953772600169,-378.10396070701177,99.98089787559444,,,,,
eb07e9813abf4bf9854d5780b22cfa21,SMA (5-day),baseline,8875.800799425708,8864.087132623583,-378.1153380976585,99.98240608713591,,,,,
55ea2e9299974344b67878247f73e902,EMA (α=0.3),baseline,8875.818551823637,8864.104908480811,-378.11685462855536,99.98260712004173,,,,,
