run_id,model_name,model_type,rmse,mae,r2,mape,algorithm,alpha,n_estimators,max_depth,learning_rate
af57f9c47a46485eb22fb9dee32148c1,Ridge (α=1000.0),advanced,184.05081666462274,146.4180118032475,0.8369834268271626,1.6829943895342192,ridge_regression,1000.0,,,
be426f45eb8844c9ba2258a9c398f948,Ridge (α=100.0),advanced,186.18149219793753,148.5658143435628,0.8331872372182033,1.69990176306768,ridge_regression,100.0,,,
8f65b2cd81a1417c8a3e0fcbd4bebd60,Ridge (α=10.0),advanced,205.07413978205503,168.4875826063271,0.7976151222403183,1.927403034588095,ridge_regression,10.0,,,
a27accf681a848d09a45d89ae803f5cc,Ridge (α=1.0),advanced,227.97513166177598,191.72961145724005,0.7498899101755122,2.1967600113314756,ridge_regression,1.0,,,
52717e3803d947b9a26f4fc71dc92bbd,Ridge (α=0.1),advanced,234.50829330402735,197.69899567828594,0.7353495274514187,2.2662495826591713,ridge_regression,0.1,,,
5be74c1af8a54f7c8c3916912aa1ed8d,"XGBoost (100, 3, 0.05)",advanced,260.9195296740162,213.57191488776408,0.6723807318769153,2.455568767978609,xgboost,,100.0,3.0,0.05
6d10c5adebb4474dac4d4bd01794ee66,"XGBoost (100, 3, 0.1)",advanced,288.07267181497843,235.68904049295776,0.6006438443053368,2.7168114705501187,xgboost,,100.0,3.0,0.1
48663aa0f8d3438e94ef0bca055f8eed,"XGBoost (200, 3, 0.1)",advanced,301.77334682642544,245.7503438600352,0.561753939609767,2.834085317855953,xgboost,,200.0,3.0,0.1
f802b4aec827426c81a9941e53a39616,"LightGBM (200, 3, 0.1)",advanced,341.0991718828418,293.2434453109376,0.4400908150691274,3.3943348965531,lightgbm,,200.0,3.0,0.1
45d55ca12c5e4513a3f5517005b99058,"LightGBM (100, 3, 0.1)",advanced,345.19502182830126,297.1134218250611,0.4265635305705008,3.4398306663024174,lightgbm,,100.0,3.0,0.1
72895aee9fc044379055a06300cbd98e,"LightGBM (100, 3, 0.05)",advanced,351.7205006157581,302.8992654796753,0.40467841815669825,3.509971773248123,lightgbm,,100.0,3.0,0.05
8427bd06a2ce4aef8603443b6552c1b5,"XGBoost (100, 5, 0.1)",advanced,367.3165927926093,307.55658560739437,0.35071203030386133,3.5577177035434047,xgboost,,100.0,5.0,0.1
bd35f60db7e74a8787f82bc02c167178,"LightGBM (100, 5, 0.1)",advanced,465.55855787424167,396.02019710537144,-0.043049430446886916,4.60940791734888,lightgbm,,100.0,5.0,0.1
903021f0c102414b81c523b5cda56c9c,Naive Forecast,baseline,8875.667615404253,8863.953772600169,-378.10396070701177,99.98089787559444,,,,,
1518837a767448d1b0e1f100ed39607f,SMA (5-day),baseline,8875.800799425708,8864.087132623583,-378.1153380976585,99.98240608713591,,,,,
9b915502ab28496f81bfe34e839963cd,EMA (α=0.3),baseline,8875.818551823637,8864.104908480811,-378.11685462855536,99.98260712004173,,,,,
