run_id,model_name,model_type,rmse,mae,r2,mape,algorithm,alpha,n_estimators,max_depth,learning_rate
e19495782d744c0ea33a1dda90ed9b5a,Ridge (α=1000.0),advanced,184.05081666462274,146.4180118032475,0.8369834268271626,1.6829943895342192,ridge_regression,1000.0,,,
6d0a75c1c829449a9fdb164112bfa02b,Ridge (α=100.0),advanced,186.18149219793753,148.5658143435628,0.8331872372182033,1.69990176306768,ridge_regression,100.0,,,
ea3f289fe1e04d9089f8671d66d66512,Ridge (α=10.0),advanced,205.07413978205503,168.4875826063271,0.7976151222403183,1.927403034588095,ridge_regression,10.0,,,
62d70f7556d3488997dc5527f8b8182f,Ridge (α=1.0),advanced,227.97513166177598,191.72961145724005,0.7498899101755122,2.1967600113314756,ridge_regression,1.0,,,
e71e3e0098854f538e425a9c919c2539,Ridge (α=0.1),advanced,234.50829330402735,197.69899567828594,0.7353495274514187,2.2662495826591713,ridge_regression,0.1,,,
dcfe45bf971344149d116c83241d2e4b,"XGBoost (100, 3, 0.05)",advanced,260.9195296740162,213.57191488776408,0.6723807318769153,2.455568767978609,xgboost,,100.0,3.0,0.05
e58ed585f8564fc984eb8574b83fd454,"XGBoost (100, 3, 0.1)",advanced,288.07267181497843,235.68904049295776,0.6006438443053368,2.7168114705501187,xgboost,,100.0,3.0,0.1
3c3485cfa492465ea08d0e57924f8152,"XGBoost (200, 3, 0.1)",advanced,301.77334682642544,245.7503438600352,0.561753939609767,2.834085317855953,xgboost,,200.0,3.0,0.1
fb1eb4f2396742afa2dc9e0fe60dcf6e,"LightGBM (200, 3, 0.1)",advanced,341.0991718828418,293.2434453109376,0.4400908150691274,3.3943348965531,lightgbm,,200.0,3.0,0.1
fb5a1eaf62c24bc1a3db4c9b655abfc7,"LightGBM (100, 3, 0.1)",advanced,345.19502182830126,297.1134218250611,0.4265635305705008,3.4398306663024174,lightgbm,,100.0,3.0,0.1
4da94859902c42b7aa524a9055b1db5f,"LightGBM (100, 3, 0.05)",advanced,351.7205006157581,302.8992654796753,0.40467841815669825,3.509971773248123,lightgbm,,100.0,3.0,0.05
34aa99e2d17643a290545cbb5f2a4c38,"XGBoost (100, 5, 0.1)",advanced,367.3165927926093,307.55658560739437,0.35071203030386133,3.5577177035434047,xgboost,,100.0,5.0,0.1
380c3a4475d542c2b9e07ac122b55024,"LightGBM (100, 5, 0.1)",advanced,465.55855787424167,396.02019710537144,-0.043049430446886916,4.60940791734888,lightgbm,,100.0,5.0,0.1
127b38cb1f134fd28f4819db70cced48,Naive Forecast,baseline,8875.667615404253,8863.953772600169,-378.10396070701177,99.98089787559444,,,,,
49ff655785e7453f83dd2a9c03bd1d02,SMA (5-day),baseline,8875.800799425708,8864.087132623583,-378.1153380976585,99.98240608713591,,,,,
a4860bd4d38a40ddaaec303398ace651,EMA (α=0.3),baseline,8875.818551823637,8864.104908480811,-378.11685462855536,99.98260712004173,,,,,
