run_id,model_name,model_type,rmse,mae,r2,mape,algorithm,alpha,n_estimators,max_depth,learning_rate
c24f79ba5cc541f3a77855e2b5a6c479,Ridge (α=1000.0),advanced,184.05081666462274,146.4180118032475,0.8369834268271626,1.6829943895342192,ridge_regression,1000.0,,,
61b7823df8644416b6145a20a81b1007,Ridge (α=100.0),advanced,186.18149219793753,148.5658143435628,0.8331872372182033,1.69990176306768,ridge_regression,100.0,,,
0fa9bfd8616b46f3a4a6441b209a7fa5,Ridge (α=10.0),advanced,205.07413978205503,168.4875826063271,0.7976151222403183,1.927403034588095,ridge_regression,10.0,,,
1eb05d67ab724678bba0b18ee0867a5a,Ridge (α=1.0),advanced,227.97513166177598,191.72961145724005,0.7498899101755122,2.1967600113314756,ridge_regression,1.0,,,
2c048c4b16334ddc8bf56c83f470c187,Ridge (α=0.1),advanced,234.50829330402735,197.69899567828594,0.7353495274514187,2.2662495826591713,ridge_regression,0.1,,,
d8da0d55608a4ea38f28332f76e6f1c8,"XGBoost (100, 3, 0.05)",advanced,260.9195296740162,213.57191488776408,0.6723807318769153,2.455568767978609,xgboost,,100.0,3.0,0.05
fb8f652672a449e8b706dbabd41eaf8f,"XGBoost (100, 3, 0.1)",advanced,288.07267181497843,235.68904049295776,0.6006438443053368,2.7168114705501187,xgboost,,100.0,3.0,0.1
05095395092c45e19d08f1bf47aab00a,"XGBoost (200, 3, 0.1)",advanced,301.77334682642544,245.7503438600352,0.561753939609767,2.834085317855953,xgboost,,200.0,3.0,0.1
c6e67ce2a4d2402e96759dd680e46fcf,"LightGBM (200, 3, 0.1)",advanced,341.0991718828418,293.2434453109376,0.4400908150691274,3.3943348965531,lightgbm,,200.0,3.0,0.1
32ca4d29418a48a1a6f7b65b2d439c1d,"LightGBM (100, 3, 0.1)",advanced,345.19502182830126,297.1134218250611,0.4265635305705008,3.4398306663024174,lightgbm,,100.0,3.0,0.1
fbc6849cdc4b41649b90403432a9cf07,"LightGBM (100, 3, 0.05)",advanced,351.7205006157581,302.8992654796753,0.40467841815669825,3.509971773248123,lightgbm,,100.0,3.0,0.05
5a5fbd1631a94f78953b4f9fedd83f85,"XGBoost (100, 5, 0.1)",advanced,367.3165927926093,307.55658560739437,0.35071203030386133,3.5577177035434047,xgboost,,100.0,5.0,0.1
9d0d89568977452a8a95c0e5e8d530b9,"LightGBM (100, 5, 0.1)",advanced,465.55855787424167,396.02019710537144,-0.043049430446886916,4.60940791734888,lightgbm,,100.0,5.0,0.1
971f47457aa244b1b11c29dd8026e9ff,Naive Forecast,baseline,8875.667615404253,8863.953772600169,-378.10396070701177,99.98089787559444,,,,,
1374e3af21d04dd9b178f0104110a7f7,SMA (5-day),baseline,8875.800799425708,8864.087132623583,-378.1153380976585,99.98240608713591,,,,,
0bf1c171934f4a308ca10e98cddfd9be,EMA (α=0.3),baseline,8875.818551823637,8864.104908480811,-378.11685462855536,99.98260712004173,,,,,
